query	page	country	simulated clicks	start_date	end_date	domain
oil and gas recruiting	https://www.energists.com/sector/oil-gas-recruiters/	US	1	2022-11-08	2022-12-06	energists.com
fintech recruiters	https://www.redfishtech.com/fintech-recruiting/	US	1	2022-11-08	2022-12-06	redfishtech.com
manufacturing recruitment agency	https://mangrumcareersolutions.com/industrial-manufacturing-recruiters/	US	1	2022-11-08	2022-12-06	mangrumcareersolutions.com
edtech recruiters	https://www.redfishtech.com/2022/09/14/the-7-best-edtech-recruiters/	US	1	2022-11-08	2022-12-06	redfishtech.com
logistics recruiter	https://www.locksearchgroup.com/offices/montreal/	CA	1	2022-11-08	2022-12-06	locksearchgroup.com
medical device recruiter	https://surfsearch.org/medical-devices-recruiters/	US	1	2022-11-08	2022-12-06	surfsearch.org
best basketball shoes	https://ballershoesdb.com/blog/cheap-basketball-shoes/	US	1	2022-11-08	2022-12-06	ballershoesdb.com
manufacturing recruiting	https://mangrumcareersolutions.com/industrial-manufacturing-recruiters/	US	1	2022-11-08	2022-12-06	mangrumcareersolutions.com
hard drive destruction toronto	https://quantumlifecycle.com/en_CA/data-destruction-toronto/	CA	1	2022-11-08	2022-12-06	quantumlifecycle.com
edtech recruiters	https://www.redfishtech.com/2022/09/14/the-7-best-edtech-recruiters/	US	2	2022-11-08	2022-12-06	redfishtech.com
carolina gomez makeup	https://theninesfashion.com/outfit/selena-gomez-black-printed-taffeta-mini-dress-alessandra-rich/	US	1	2022-11-08	2022-12-06	theninesfashion.com
medical device recruiter	https://www.locksearchgroup.com/practice/medical-device/	CA	1	2022-11-08	2022-12-06	locksearchgroup.com
media destruction toronto	https://quantumlifecycle.com/en_CA/data-destruction-toronto/	CA	1	2022-11-08	2022-12-06	quantumlifecycle.com
executive search firms vancouver	https://penderhowe.com/vancouver-executive-search/	CA	1	2022-11-08	2022-12-06	penderhowe.com
finance recruiter	https://summitsearchgroup.com/practice-area/finance-and-accounting/	CA	1	2022-11-08	2022-12-06	summitsearchgroup.com
biotech recruiter	https://www.locksearchgroup.com/lock-search-group-in-montreal-toronto/	CA	1	2022-11-08	2022-12-06	locksearchgroup.com
madison beer outfits	https://theninesfashion.com/celebrity-outfits-style/madison-beer/	US	1	2022-11-08	2022-12-06	theninesfashion.com
toronto recruiter	https://summitsearchgroup.com/location/toronto-recruiters/	CA	1	2022-11-08	2022-12-06	summitsearchgroup.com
executive search toronto	https://penderhowe.com/toronto-executive-search/	CA	1	2022-11-08	2022-12-06	penderhowe.com
oil and gas recruitment	https://www.energists.com/sector/oil-gas-recruiters/	US	1	2022-11-08	2022-12-06	energists.com
toronto recruiter	https://www.locksearchgroup.com/offices/toronto/	CA	1	2022-11-08	2022-12-06	locksearchgroup.com
pharma recruiters	https://surfsearch.org/pharmaceutical-recruiters/	US	1	2022-11-08	2022-12-06	surfsearch.org
engineering staffing agencies	https://caltekstaffing.com/about/	US	1	2022-11-08	2022-12-06	caltekstaffing.com
medical device recruiter	https://surfsearch.org/medical-devices-recruiters/	US	1	2022-11-08	2022-12-06	surfsearch.org
biotech recruitment agency	https://surfsearch.org/biotech-recruiters/	US	1	2022-11-08	2022-12-06	surfsearch.org
engineering recruiters san diego	https://caltekstaffing.com/san-diego-staffing-recruiting/	US	1	2022-11-08	2022-12-06	caltekstaffing.com
e-commerce recruiters	https://www.intrinsicsearch.com/executive-recruiters-for-e-commerce/	GB	1	2022-11-08	2022-12-06	intrinsicsearch.com
martech recruiters	https://www.intrinsicsearch.com/executive-recruiters-for-martech/	US	1	2022-11-08	2022-12-06	intrinsicsearch.com
executive recruiters vancouver	https://www.locksearchgroup.com/offices/vancouver/	CA	1	2022-11-08	2022-12-06	locksearchgroup.com
vancouver recruiting agency	https://summitsearchgroup.com/location/vancouver-recruiters/	CA	1	2022-11-08	2022-12-06	summitsearchgroup.com
life sciences recruitment agency	https://surfsearch.org/san-diego-life-sciences-recruiters/	US	1	2022-11-08	2022-12-06	surfsearch.org
emma chamberlain outfits	https://theninesfashion.com/celebrity-outfits-style/emma-chamberlain/	US	1	2022-11-08	2022-12-06	theninesfashion.com
saas recruiters	https://www.intrinsicsearch.com/executive-recruiters-for-saas/	US	1	2022-11-08	2022-12-06	intrinsicsearch.com
big data recruiters	https://www.redfishtech.com/big-data-recruiting/	US	2	2022-11-08	2022-12-06	redfishtech.com
executive search toronto	https://penderhowe.com/toronto-executive-search/	CA	1	2022-11-08	2022-12-06	penderhowe.com
oil and gas recruiters	https://www.energists.com/sector/oil-gas-recruiters/	US	1	2022-11-08	2022-12-06	energists.com
selena gomez outfits	https://theninesfashion.com/celebrity-outfits-style/selena-gomez/	US	1	2022-11-08	2022-12-06	theninesfashion.com
hard drive destruction toronto	https://quantumlifecycle.com/en_CA/data-destruction-toronto/	CA	1	2022-11-08	2022-12-06	quantumlifecycle.com
fintech recruiters	https://www.redfishtech.com/fintech-recruiting/	US	1	2022-11-08	2022-12-06	redfishtech.com
scientific recruiters	https://surfsearch.org/scientific-recruiters/	US	1	2022-11-08	2022-12-06	surfsearch.org
edtech recruiters	https://www.redfishtech.com/2022/09/14/the-7-best-edtech-recruiters/	US	1	2022-11-08	2022-12-06	redfishtech.com
saas recruiters	https://www.intrinsicsearch.com/executive-recruiters-for-saas/	GB	1	2022-11-08	2022-12-06	intrinsicsearch.com
executive recruiters vancouver	https://www.locksearchgroup.com/offices/vancouver/	CA	1	2022-11-08	2022-12-06	locksearchgroup.com
devops recruiters	https://www.redfishtech.com/devops-recruiting/	US	2	2022-11-08	2022-12-06	redfishtech.com
software engineering recruiter	https://180engineering.com/practice-area/software-engineering/	US	1	2022-11-08	2022-12-06	180engineering.com
engineering staffing agencies in california	https://caltekstaffing.com/about/	US	1	2022-11-08	2022-12-06	caltekstaffing.com
energy executive search	https://www.energists.com/sector/power-utilities-recruiters/	US	1	2022-11-08	2022-12-06	energists.com
kylie jenner outfits	https://theninesfashion.com/celebrity-outfits-style/kylie-jenner/	US	1	2022-11-08	2022-12-06	theninesfashion.com
recruiter SEO	https://www.talentheromedia.com/seo-for-recruitment-agencies-5-must-see-tips/	US	1	2022-11-08	2022-12-06	talentheromedia.com
devops staffing	https://nexusitgroup.com/practice-area/devops-recruiters/	US	1	2022-11-08	2022-12-06	nexusitgroup.com
best basketball shoes	https://ballershoesdb.com/blog/cheap-basketball-shoes/	US	1	2022-11-08	2022-12-06	ballershoesdb.com
best basketball shoes	https://ballershoesdb.com/blog/cheap-basketball-shoes/	US	1	2022-11-08	2022-12-06	ballershoesdb.com
executive recruiters vancouver	https://penderhowe.com/vancouver-executive-search/	CA	1	2022-11-08	2022-12-06	penderhowe.com
vancouver recruiter	https://www.locksearchgroup.com/offices/vancouver/	CA	1	2022-11-08	2022-12-06	locksearchgroup.com
media destruction toronto	https://quantumlifecycle.com/en_CA/data-destruction-toronto/	CA	1	2022-11-08	2022-12-06	quantumlifecycle.com
electrical engineering recruiters	https://180engineering.com/practice-area/electrical-engineering-recruiters/	US	1	2022-11-08	2022-12-06	180engineering.com
fintech recruiters	https://www.redfishtech.com/fintech-recruiting/	US	1	2022-11-08	2022-12-06	redfishtech.com
fintech executive search	https://www.intrinsicsearch.com/executive-recruiters-for-fintech/	GB	1	2022-11-08	2022-12-06	intrinsicsearch.com
mining recruiter	https://summitsearchgroup.com/practice-area/oil-gas-mining-energy/	CA	1	2022-11-08	2022-12-06	summitsearchgroup.com
engineering recruiter	https://www.locksearchgroup.com/practice/engineering/	CA	1	2022-11-08	2022-12-06	locksearchgroup.com
edtech recruiters	https://www.redfishtech.com/2022/09/14/the-7-best-edtech-recruiters/	US	1	2022-11-08	2022-12-06	redfishtech.com
saas recruiters	https://www.intrinsicsearch.com/executive-recruiters-for-saas/	US	1	2022-11-08	2022-12-06	intrinsicsearch.com
toronto recruiter	https://summitsearchgroup.com/location/toronto-recruiters/	CA	1	2022-11-08	2022-12-06	summitsearchgroup.com
hospital recruiters	https://surfsearch.org/hospital-recruiters/	US	1	2022-11-08	2022-12-06	surfsearch.org
recruiting tools	https://www.talentheromedia.com/recruiting-software-tools/	US	1	2022-11-08	2022-12-06	talentheromedia.com
biotech recruiting	https://surfsearch.org/biotech-recruiters/	US	1	2022-11-08	2022-12-06	surfsearch.org
selena gomez outfits	https://theninesfashion.com/celebrity-outfits-style/selena-gomez/	US	1	2022-11-08	2022-12-06	theninesfashion.com
supply chain recruiter	https://mangrumcareersolutions.com/practice-area/supply-chain-recruiters/	US	1	2022-11-08	2022-12-06	mangrumcareersolutions.com
ana de armas outfits	https://theninesfashion.com/celebrity-outfits-style/ana-de-armas/	US	1	2022-11-08	2022-12-06	theninesfashion.com
electrical engineering recruitment	https://180engineering.com/practice-area/electrical-engineering-recruiters/	US	1	2022-11-08	2022-12-06	180engineering.com
logistics recruiter	https://www.locksearchgroup.com/offices/vancouver/	CA	1	2022-11-08	2022-12-06	locksearchgroup.com
kylie jenner outfits	https://theninesfashion.com/celebrity-outfits-style/kylie-jenner/	US	2	2022-11-08	2022-12-06	theninesfashion.com
machine learning temp staffing	https://caltekstaffing.com/machine-learning-recruitment-and-staffing/	US	1	2022-11-08	2022-12-06	caltekstaffing.com
job diva job board integration	https://www.talentheromedia.com/job-diva-job-board-integration/	US	1	2022-11-08	2022-12-06	talentheromedia.com
executive recruiters vancouver	https://www.locksearchgroup.com/offices/vancouver/	CA	1	2022-11-08	2022-12-06	locksearchgroup.com
engineering recruiter	https://www.locksearchgroup.com/practice/engineering/	CA	1	2022-11-08	2022-12-06	locksearchgroup.com
supply chain recruiting	https://mangrumcareersolutions.com/practice-area/supply-chain-recruiters/	US	1	2022-11-08	2022-12-06	mangrumcareersolutions.com
madison beer outfits	https://theninesfashion.com/celebrity-outfits-style/madison-beer/	US	1	2022-11-08	2022-12-06	theninesfashion.com
private equity executive search firms	https://www.intrinsicsearch.com/executive-recruiters-for-private-equity/	GB	1	2022-11-08	2022-12-06	intrinsicsearch.com
recruitment automation software	https://www.talentheromedia.com/recruiting-automation/	US	1	2022-11-08	2022-12-06	talentheromedia.com
e-commerce recruiters	https://www.intrinsicsearch.com/executive-recruiters-for-e-commerce/	US	1	2022-11-08	2022-12-06	intrinsicsearch.com
biotech recruiter	https://www.locksearchgroup.com/lock-search-group-in-montreal-toronto/	CA	1	2022-11-08	2022-12-06	locksearchgroup.com
fintech executive search	https://www.intrinsicsearch.com/executive-recruiters-for-fintech/	GB	1	2022-11-08	2022-12-06	intrinsicsearch.com
heavy equipment recruiter	https://www.bemana.us/practice-area/heavy-equipment/	US	1	2022-11-08	2022-12-06	bemana.us
toronto recruiting firm	https://summitsearchgroup.com/location/toronto-recruiters/	CA	1	2022-11-08	2022-12-06	summitsearchgroup.com
electronics recycling vancouver	https://quantumlifecycle.com/en_CA/electronics-recycling-vancouver/	CA	1	2022-11-08	2022-12-06	quantumlifecycle.com
devops recruiters	https://www.redfishtech.com/devops-recruiting/	US	1	2022-11-08	2022-12-06	redfishtech.com
HVAC recruitment	https://www.bemana.us/practice-area/hvac/	US	1	2022-11-08	2022-12-06	bemana.us
oil and gas recruiters	https://www.energists.com/sector/oil-gas-recruiters/	US	1	2022-11-08	2022-12-06	energists.com
energy recruiters	https://www.energists.com/location/houston-energy-recruiters/	US	1	2022-11-08	2022-12-06	energists.com
ana de armas outfits	https://theninesfashion.com/celebrity-outfits-style/ana-de-armas/	US	1	2022-11-08	2022-12-06	theninesfashion.com
edmonton recruitment agency	https://summitsearchgroup.com/location/edmonton-recruiters/	CA	1	2022-11-08	2022-12-06	summitsearchgroup.com
engineering recruiters	https://180engineering.com/practice-area/electrical-engineering-recruiters/	US	1	2022-11-08	2022-12-06	180engineering.com
executive recruiters montreal	https://penderhowe.com/montreal-executive-search/	CA	1	2022-11-08	2022-12-06	penderhowe.com
oil and gas recruiting	https://www.energists.com/sector/oil-gas-recruiters/	US	1	2022-11-08	2022-12-06	energists.com
healthcare recruiter	https://summitsearchgroup.com/practice-area/medical-and-healthcare/	CA	1	2022-11-08	2022-12-06	summitsearchgroup.com
edtech recruiters	https://www.redfishtech.com/2022/09/14/the-7-best-edtech-recruiters/	US	1	2022-11-08	2022-12-06	redfishtech.com
pharma recruiter	https://surfsearch.org/pharmaceutical-recruiters/	US	1	2022-11-08	2022-12-06	surfsearch.org
vancouver recruiter	https://summitsearchgroup.com/location/vancouver-recruiters/	CA	1	2022-11-08	2022-12-06	summitsearchgroup.com
job diva job board integration	https://www.talentheromedia.com/job-diva-job-board-integration/	US	1	2022-11-08	2022-12-06	talentheromedia.com
engineering recruiters	https://180engineering.com/practice-area/electrical-engineering-recruiters/	US	1	2022-11-08	2022-12-06	180engineering.com
energy executive search	https://www.energists.com/sector/power-utilities-recruiters/	US	1	2022-11-08	2022-12-06	energists.com
recruiting tools	https://www.talentheromedia.com/recruiting-software-tools/	US	1	2022-11-08	2022-12-06	talentheromedia.com
best basketball shoes	https://ballershoesdb.com/blog/basketball-shoes-kids-and-youth/	US	1	2022-11-08	2022-12-06	ballershoesdb.com
workable job board integration	https://www.talentheromedia.com/workable-job-board-integration/	US	1	2022-11-08	2022-12-06	talentheromedia.com
product management recruiters	https://www.redfishtech.com/product-management-recruiting/	US	2	2022-11-08	2022-12-06	redfishtech.com
machine learning recruiter	https://caltekstaffing.com/machine-learning-recruitment-and-staffing/	US	1	2022-11-08	2022-12-06	caltekstaffing.com
insurtech recruiters	https://www.intrinsicsearch.com/executive-recruiters-for-insurance/	US	1	2022-11-08	2022-12-06	intrinsicsearch.com
electrical engineering recruitment	https://180engineering.com/practice-area/electrical-engineering-recruiters/	US	1	2022-11-08	2022-12-06	180engineering.com
operations recruitment	https://mangrumcareersolutions.com/practice-area/operations-recruiters/	US	1	2022-11-08	2022-12-06	mangrumcareersolutions.com
supply chain recruiter	https://mangrumcareersolutions.com/practice-area/supply-chain-recruiters/	US	1	2022-11-08	2022-12-06	mangrumcareersolutions.com
carolina gomez makeup	https://theninesfashion.com/outfit/selena-gomez-black-printed-taffeta-mini-dress-alessandra-rich/	US	1	2022-11-08	2022-12-06	theninesfashion.com
manufacturing recruitment agency	https://mangrumcareersolutions.com/industrial-manufacturing-recruiters/	US	1	2022-11-08	2022-12-06	mangrumcareersolutions.com
heavy equipment recruiting	https://www.bemana.us/practice-area/heavy-equipment/	US	1	2022-11-08	2022-12-06	bemana.us
accounting recruiter 	https://summitsearchgroup.com/practice-area/finance-and-accounting/	CA	1	2022-11-08	2022-12-06	summitsearchgroup.com
healthcare recruiter	https://summitsearchgroup.com/practice-area/medical-and-healthcare/	CA	1	2022-11-08	2022-12-06	summitsearchgroup.com
hailey baldwin outfits	https://theninesfashion.com/celebrity-outfits-style/hailey-baldwin/	US	1	2022-11-08	2022-12-06	theninesfashion.com
edtech recruiters	https://www.redfishtech.com/2022/09/14/the-7-best-edtech-recruiters/	US	1	2022-11-08	2022-12-06	redfishtech.com
recruiter website	https://www.talentheromedia.com/six-essential-elements-every-recruiter-website-needs/	US	1	2022-11-08	2022-12-06	talentheromedia.com
executive search vancouver	https://penderhowe.com/vancouver-executive-search/	CA	1	2022-11-08	2022-12-06	penderhowe.com
executive recruiters montreal	https://penderhowe.com/montreal-executive-search/	CA	1	2022-11-08	2022-12-06	penderhowe.com
executive recruiters toronto	https://penderhowe.com/toronto-executive-search/	CA	1	2022-11-08	2022-12-06	penderhowe.com
saas recruiters	https://www.intrinsicsearch.com/executive-recruiters-for-saas/	GB	1	2022-11-08	2022-12-06	intrinsicsearch.com
executive search vancouver	https://penderhowe.com/vancouver-executive-search/	CA	1	2022-11-08	2022-12-06	penderhowe.com
